"Manuscript H-ID"	"Manuscript Record Title"	"repository_key (Organisation) H-ID"	"Organisation Record Title"	"repository_key (Organisation) Record Title"	idno	TEI_id	CMD
134148	"Besançon, Bibliothèque municipale, 166"	146446	"Besançon, Bibliothèque municipale"	"Besançon, Bibliothèque municipale"	166	d1e42241	A
134149	"Carpentras, Bibliothèque municipale, 295"	146468	"Carpentras, Bibliothèque municipale"	"Carpentras, Bibliothèque municipale"	295	d1e42757	A
134150	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1705"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1705"	c4d1e42882	A
134151	"Besançon, Bibliothèque municipale, 832"	146446	"Besançon, Bibliothèque municipale"	"Besançon, Bibliothèque municipale"	832	d1e45023	A
134152	"Angers, Bibliothèque municipale, 736 - 662"	146416	"Angers, Bibliothèque municipale"	"Angers, Bibliothèque municipale"	736	d1e91399	B
134153	"Besançon, Bibliothèque municipale, 837"	146446	"Besançon, Bibliothèque municipale"	"Besançon, Bibliothèque municipale"	837	d1e45123	A
134154	"Besançon, Bibliothèque municipale, 839"	146446	"Besançon, Bibliothèque municipale"	"Besançon, Bibliothèque municipale"	839	d1e45236	A
134155	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 4797"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 4797"	d1e47573	A
134156	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 4865"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 4865"	c2d1e47991	A
134157	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 8879"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 8879"	d1e48543	A
134158	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 4927"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 4927"	d1e48661	A
134159	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 2455"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 2455"	d1e48715	A
134160	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 5081"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 5081"	d1e50512	A
134161	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 5713"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 5713"	d1e53448	A
134162	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 5722"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 5722"	d1e53558	A
134163	"Angers, Bibliothèque municipale, 812 - 728"	146416	"Angers, Bibliothèque municipale"	"Angers, Bibliothèque municipale"	812	d1e91704	B
134164	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 6106"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 6106"	d1e58330	A
134165	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 6244A"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 6244A"	d1e60291	A
134166	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 6376"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 6376"	d1e61652	A
134167	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 6568"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 6568"	d1e64487	A
134168	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 6605"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 6605"	d1e64598	A
134169	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 6658"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 6658"	d1e65124	A
134170	"Rouen, Bibliothèque municipale, 366 - A. 581bis"	146604	"Rouen, Bibliothèque municipale"	"Rouen, Bibliothèque municipale"	366	d1e67470	A
134171	"Paris, Bibliothèque nationale de France, Manuscrits, coll. Smith-Lesouëf 27"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"coll. Smith-Lesouëf 27"	d1e71459	B
134172	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 16032"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 16032"	d1e99654	A
134173	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 2069"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 2069"	d1e29231	A
134174	"Paris, Bibliothèque Sainte-Geneviève, 2899"	146574	"Paris, Bibliothèque Sainte-Geneviève"	"Paris, Bibliothèque Sainte-Geneviève"	2899	d1e130393	B
134175	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 606"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 606"	d1e18648	A
134176	"Chantilly, Bibliothèque et archives du musée Condé, 734 - 456"	146473	"Chantilly, Bibliothèque et archives du musée Condé"	"Chantilly, Bibliothèque et archives du musée Condé"	734	d1e31943	A
134177	"Paris, Bibliothèque Sainte-Geneviève, 20-21"	146574	"Paris, Bibliothèque Sainte-Geneviève"	"Paris, Bibliothèque Sainte-Geneviève"	20-21	d1e120217	B
134178	"Chantilly, Bibliothèque et archives du musée Condé, 365 - 1560"	146473	"Chantilly, Bibliothèque et archives du musée Condé"	"Chantilly, Bibliothèque et archives du musée Condé"	365	d1e24693	A
134179	"Besançon, Bibliothèque municipale, 434"	146446	"Besançon, Bibliothèque municipale"	"Besançon, Bibliothèque municipale"	434	d1e43103	A
134180	"Paris, Bibliothèque Sainte-Geneviève, 777"	146574	"Paris, Bibliothèque Sainte-Geneviève"	"Paris, Bibliothèque Sainte-Geneviève"	777	d1e85829	A
134181	"Montpellier, Bibliothèque Universitaire Historique de médecine, H 373"	128685	"Montpellier, Bibliothèque Universitaire Historique de médecine"	"Montpellier, Bibliothèque Universitaire Historique de médecine"	"H 373"	d1e69060	A
134182	"Fréjus, Bibliothèque municipale, 4"	128736	"Fréjus, Bibliothèque municipale"	"Fréjus, Bibliothèque municipale"	4	d1e96108	B
134183	"Colmar, Bibliothèque municipale, 403"	128653	"Colmar, Bibliothèque municipale"	"Colmar, Bibliothèque municipale"	403	d1e61337	A
134184	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 2423"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 2423"	d1e30768	A
134185	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 816"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 816"	c2d1e80872	B
134186	"Lyon, Bibliothèque municipale, 1658"	128709	"Lyon, Bibliothèque municipale"	"Lyon, Bibliothèque municipale"	1658	d1e63168	A
134187	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 4804"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 4804"	d1e47681	A
134188	"Dole, Bibliothèque municipale, 83"	146490	"Dole, Bibliothèque municipale"	"Dole, Bibliothèque municipale"	83	d1e65484	A
134189	"Aix-en-Provence, Bibliothèque municipale, 426 - 304"	146408	"Aix-en-Provence, Bibliothèque municipale"	"Aix-en-Provence, Bibliothèque municipale"	426	d1e25596	A
134190	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1090"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1090"	d1e35086	A
134191	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 2181"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 2181"	d1e46640	A
134192	"Paris, Bibliothèque nationale de France, Manuscrits, Iat. 10136"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"Iat. 10136"	d1e56954	A
134193	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 7938"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 7938"	c2d1e77147	A
134194	"Agen, Bibliothèque municipale, 8"	128680	"Agen, Bibliothèque municipale"	"Agen, Bibliothèque municipale"	8	d1e85538	B
134195	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 16307"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 16307"	d1e149088	B
134196	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 2273"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 2273"	d1e30263	A
134197	"Colmar, Bibliothèque municipale, 1941-1943"	128653	"Colmar, Bibliothèque municipale"	"Colmar, Bibliothèque municipale"	1941-1943	d1e63964	A
134198	"Carpentras, Bibliothèque municipale, 91"	146468	"Carpentras, Bibliothèque municipale"	"Carpentras, Bibliothèque municipale"	91	d1e41905	A
134199	"Strasbourg, Bibliothèque nationale et universitaire, 52"	146623	"Strasbourg, Bibliothèque nationale et universitaire"	"Strasbourg, Bibliothèque nationale et universitaire"	52	d1e98905	A
134200	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 8024"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 8024"	d1e36781	A
134201	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 730"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 730"	d1e80304	B
134202	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 8554A"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 8554A"	d1e45480	A
134203	"Grasse, Bibliothèque municipale, 3"	128704	"Grasse, Bibliothèque municipale"	"Grasse, Bibliothèque municipale"	3	d1e54220	A
134204	"Grasse, Bibliothèque municipale, 67"	128704	"Grasse, Bibliothèque municipale"	"Grasse, Bibliothèque municipale"	67	d1e54475	A
134205	"Paris, Bibliothèque nationale de France, Manuscrits, coll. Smith-Lesouëf 55"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"coll. Smith-Lesouëf 55"	d1e55617	A
134206	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 4514"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 4514"	d1e45271	A
134207	"Aix-en-Provence, Bibliothèque municipale, 11 - 1039"	146408	"Aix-en-Provence, Bibliothèque municipale"	"Aix-en-Provence, Bibliothèque municipale"	11	d1e23956	A
134208	"Paris, Bibliothèque nationale de France, Manuscrits, esp. 250"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"esp. 250"	d1e52772	A
134209	"Grenoble, Bibliothèque municipale, 2096"	146503	"Grenoble, Bibliothèque municipale"	"Grenoble, Bibliothèque municipale"	2096	d1e99034	B
134210	"Cambrai, Bibliothèque municipale, 372"	146465	"Cambrai, Bibliothèque municipale"	"Cambrai, Bibliothèque municipale"	372	d1e28399	A
134211	"Strasbourg, Bibliothèque nationale et universitaire, 38"	146623	"Strasbourg, Bibliothèque nationale et universitaire"	"Strasbourg, Bibliothèque nationale et universitaire"	38	d1e97995	A
134212	"Paris, Bibliothèque nationale de France, Manuscrits, esp. 207"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"esp. 207"	d1e52324	A
134213	"Strasbourg, Bibliothèque nationale et universitaire, 2539"	146623	"Strasbourg, Bibliothèque nationale et universitaire"	"Strasbourg, Bibliothèque nationale et universitaire"	2539	d1e143276	B
134214	"Colmar, Bibliothèque municipale, 305"	128653	"Colmar, Bibliothèque municipale"	"Colmar, Bibliothèque municipale"	305	d1e60224	A
134215	"Sélestat, Bibliothèque municipale, 82"	146617	"Sélestat, Bibliothèque municipale"	"Sélestat, Bibliothèque municipale"	82	d1e94435	A
134216	"Strasbourg, Bibliothèque nationale et universitaire, 2361"	146623	"Strasbourg, Bibliothèque nationale et universitaire"	"Strasbourg, Bibliothèque nationale et universitaire"	2361	d1e103912	A
134217	"Colmar, Bibliothèque municipale, 43"	128653	"Colmar, Bibliothèque municipale"	"Colmar, Bibliothèque municipale"	43	d1e55458	A
134218	"Colmar, Bibliothèque municipale, 1946*"	128653	"Colmar, Bibliothèque municipale"	"Colmar, Bibliothèque municipale"	1946*	d1e64151	A
134219	"Avignon, Bibliothèque municipale, 220"	146432	"Avignon, Bibliothèque municipale"	"Avignon, Bibliothèque municipale"	220	d1e34257	A
134220	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 17835"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 17835"	d1e111933	A
134221	"Chantilly, Bibliothèque et archives du musée Condé, 130 - 526"	146473	"Chantilly, Bibliothèque et archives du musée Condé"	"Chantilly, Bibliothèque et archives du musée Condé"	130	d1e21329	A
134222	"Strasbourg, Bibliothèque nationale et universitaire, 1996"	146623	"Strasbourg, Bibliothèque nationale et universitaire"	"Strasbourg, Bibliothèque nationale et universitaire"	1996	d1e102087	A
134223	"Sélestat, Bibliothèque municipale, 73"	146617	"Sélestat, Bibliothèque municipale"	"Sélestat, Bibliothèque municipale"	73	d1e93954	A
134224	"Strasbourg, Bibliothèque nationale et universitaire, 79"	146623	"Strasbourg, Bibliothèque nationale et universitaire"	"Strasbourg, Bibliothèque nationale et universitaire"	79	c5d1e99725	A
134225	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 3102"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 3102"	d1e69711	B
134226	"Sélestat, Bibliothèque municipale, 25"	146617	"Sélestat, Bibliothèque municipale"	"Sélestat, Bibliothèque municipale"	25	d1e90526	A
134227	"Strasbourg, Bibliothèque nationale et universitaire, 39"	146623	"Strasbourg, Bibliothèque nationale et universitaire"	"Strasbourg, Bibliothèque nationale et universitaire"	39	d1e98138	A
134228	"Colmar, Bibliothèque municipale, 228"	128653	"Colmar, Bibliothèque municipale"	"Colmar, Bibliothèque municipale"	228	d1e58979	A
134229	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 11588"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 11588"	d1e70655	A
134230	"Salins-les-Bains, Bibliothèque municipale, 9 - 13"	128670	"Salins-les-Bains, Bibliothèque municipale"	"Salins-les-Bains, Bibliothèque municipale"	9	d1e89454	A
134231	"Metz, Bibliothèque municipale, 1218"	146538	"Metz, Bibliothèque municipale"	"Metz, Bibliothèque municipale"	1218	d1e71792	A
134232	"Paris, Bibliothèque nationale de France, Manuscrits, esp. 568"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"esp. 568"	d1e53704	A
134233	"Colmar, Bibliothèque municipale, 1953*"	128653	"Colmar, Bibliothèque municipale"	"Colmar, Bibliothèque municipale"	1953*	d1e64629	A
134234	"Avignon, Bibliothèque municipale, 330"	146432	"Avignon, Bibliothèque municipale"	"Avignon, Bibliothèque municipale"	330	d1e35400	A
134235	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 18352"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 18352"	d1e113895	A
134236	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 628-629"	146571	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal"	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal"	628-629	d1e41032	A
134237	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 1222"	146571	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal"	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal"	1222	d1e46492	A
134238	"Paris, Bibliothèque Mazarine, 862"	146570	"Paris, Bibliothèque Mazarine"	"Paris, Bibliothèque Mazarine"	862	d1e72636	A
134239	"Paris, Bibliothèque Mazarine, 1599"	146570	"Paris, Bibliothèque Mazarine"	"Paris, Bibliothèque Mazarine"	1599	d1e79084	A
134240	"Nancy, Bibliothèque municipale, 1082 - 250"	146548	"Nancy, Bibliothèque municipale"	"Nancy, Bibliothèque municipale"	1082	d1e73925	A
134241	"Arles, Bibliothèque municipale, 4"	146421	"Arles, Bibliothèque municipale"	"Arles, Bibliothèque municipale"	4	c6d1e86563	B
134242	"Draguignan, Bibliothèque municipale, 9"	146492	"Draguignan, Bibliothèque municipale"	"Draguignan, Bibliothèque municipale"	9	d1e53708	A
134243	"Lyon, Bibliothèque municipale, 5983"	128709	"Lyon, Bibliothèque municipale"	"Lyon, Bibliothèque municipale"	5983	d1e63983	A
134244	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 6721"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 6721"	d1e66349	A
134245	"Colmar, Bibliothèque municipale, 450"	128653	"Colmar, Bibliothèque municipale"	"Colmar, Bibliothèque municipale"	450	d1e61636	A
134246	"Paris, Bibliothèque nationale de France, Manuscrits, lat 11103"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat 11103"	c3d1e67111	A
134247	"Saint-Dié-des-Vosges, Bibliothèque municipale, 35"	128668	"Saint-Dié-des-Vosges, Bibliothèque municipale"	"Saint-Dié-des-Vosges, Bibliothèque municipale"	35	d1e88193	A
134248	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 9613"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 9613"	d1e53844	A
134249	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 769"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 769"	d1e32319	A
134250	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 1100"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 1100"	d1e35190	A
134251	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 242"	146571	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal"	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal"	242	d1e37189	A
134252	"Arles, Bibliothèque municipale, 133"	146421	"Arles, Bibliothèque municipale"	"Arles, Bibliothèque municipale"	133	d1e28449	A
134253	"Roanne, Bibliothèque municipale, Boullier 5"	146800	"Roanne, Bibliothèque municipale"	"Roanne, Bibliothèque municipale"	"Boullier 5"	d1e74762	A
134254	"Sélestat, Bibliothèque municipale, 76"	146617	"Sélestat, Bibliothèque municipale"	"Sélestat, Bibliothèque municipale"	76	d1e94099	A
134255	"Besançon, Bibliothèque municipale, 91"	146446	"Besançon, Bibliothèque municipale"	"Besançon, Bibliothèque municipale"	91	d1e45568	A
134256	"Nantes, Bibliothèque municipale, 1"	146552	"Nantes, Bibliothèque municipale"	"Nantes, Bibliothèque municipale"	1	d1e53894	A
134257	"Avignon, Bibliothèque municipale, 607"	146432	"Avignon, Bibliothèque municipale"	"Avignon, Bibliothèque municipale"	607	d1e35732	A
134258	"Angers, Bibliothèque municipale, 458 - 443"	146416	"Angers, Bibliothèque municipale"	"Angers, Bibliothèque municipale"	458	d1e34563	A
134259	"Nîmes, Bibliothèque municipale, 36"	128722	"Nîmes, Bibliothèque municipale"	"Nîmes, Bibliothèque municipale"	36	d1e73342	A
134260	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 9591"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 9591"	d1e53635	A
134261	"Troyes, Médiathèque du Grand Troyes, 2006"	128675	"Troyes, Médiathèque du Grand Troyes"	"Troyes, Médiathèque du Grand Troyes"	2006	d1e120569	A
134262	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 1873"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 1873"	d1e27714	A
134263	"Carpentras, Bibliothèque municipale, 327"	146468	"Carpentras, Bibliothèque municipale"	"Carpentras, Bibliothèque municipale"	327	d1e42859	A
134264	"Chaumont, Bibliothèque municipale, 46 - I. 5 s."	146480	"Chaumont, Bibliothèque municipale"	"Chaumont, Bibliothèque municipale"	46	d1e129543	B
134265	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal, 191"	146571	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal"	"Paris, Bibliothèque nationale de France, Bibliothèque de l'Arsenal"	191	d1e36561	A
134266	"Chaumont, Bibliothèque municipale, 159 - J.5.b"	146480	"Chaumont, Bibliothèque municipale"	"Chaumont, Bibliothèque municipale"	159	d1e53925	A
134267	"Paris, Bibliothèque nationale de France, Manuscrits, nouv. acq. lat. 331"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"nouv. acq. lat. 331"	d1e58954	B
134268	"Langres, Bibliothèque municipale, 66"	146506	"Langres, Bibliothèque municipale"	"Langres, Bibliothèque municipale"	66	d1e66951	A
134269	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 11972"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 11972"	c3d1e72624	A
134270	"Dijon, Bibliothèque municipale, 122"	146488	"Dijon, Bibliothèque municipale"	"Dijon, Bibliothèque municipale"	122	d1e94661	B
134271	"Laon, Bibliothèque municipale, 11"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	11	d1e24900	A
134272	"Laon, Bibliothèque municipale, 20"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	20	d1e25493	B
134273	"Laon, Bibliothèque municipale, 120"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	120	d1e30076	A
134274	"Clermont-Ferrand, Bibliothèque du Patrimoine, 47"	146482	"Clermont-Ferrand, Bibliothèque du Patrimoine"	"Clermont-Ferrand, Bibliothèque du Patrimoine"	47	d1e45933	A
134275	"Laon, Bibliothèque municipale, 135"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	135	d1e30619	A
134276	"Laon, Bibliothèque municipale, 136"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	136	d1e30732	A
134277	"Laon, Bibliothèque municipale, 137"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	137	d1e30860	B
134278	"Laon, Bibliothèque municipale, 146"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	146	cld1e31096	A
134279	"Laon, Bibliothèque municipale, 152"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	152	d1e31425	B
134280	"Laon, Bibliothèque municipale, 153"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	153	d1e31497	B
134281	"Laon, Bibliothèque municipale, 170"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	170	d1e32607	B
134282	"Laon, Bibliothèque municipale, 171"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	171	d1e32670	B
134283	"Laon, Bibliothèque municipale, 199bis"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	199bis	d1e33743	B
134284	"Laon, Bibliothèque municipale, 215 [ff. 43-178]"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	"215 [ff. 43-178]"	d1e34970	A
134285	"Paris, Bibliothèque nationale de France, Manuscrits, lat. 10337"	146573	"Paris, Bibliothèque nationale de France, Manuscrits"	"Paris, Bibliothèque nationale de France, Manuscrits"	"lat. 10337"	d1e59351	A
134286	"Laon, Bibliothèque municipale, 221"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	221	d1e35310	A
134287	"Laon, Bibliothèque municipale, 224"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	224	d1e35471	A
134288	"Laon, Bibliothèque municipale, 234"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	234	d1e36663	A
134289	"Laon, Bibliothèque municipale, 250"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	250	d1e37922	A
134290	"Laon, Bibliothèque municipale, 261"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	261	d1e38758	A
134291	"Laon, Bibliothèque municipale, 262 et 262bis"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	"262 et 262bis"	d1e38873	A
134292	"Laon, Bibliothèque municipale, 263 (ff. 21-153)"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	"263 (ff. 21-153)"	d1e38985	A
134293	"Laon, Bibliothèque municipale, 263 (ff. 154-184)"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	"263 (ff. 154-184)"	d1e39080	A
134294	"Laon, Bibliothèque municipale, 280"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	280	d1e40066	A
134295	"Laon, Bibliothèque municipale, 280bis"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	280bis	d1e40194	A
134296	"Cambrai, Bibliothèque municipale, 75 (ff. 1-6 et 128-134)"	146465	"Cambrai, Bibliothèque municipale"	"Cambrai, Bibliothèque municipale"	"75 (ff. 1-6 et 128-134)"	d1e15061	B
134297	"Laon, Bibliothèque municipale, 280ter"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	280ter	d1e40324	B
134298	"Laon, Bibliothèque municipale, 341"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	341	d1e43200	A
134299	"Laon, Bibliothèque municipale, 348 (ff. 90-93)"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	"348 (ff. 90-93)"	d1e43641	A
134300	"Laon, Bibliothèque municipale, 423"	146508	"Laon, Bibliothèque municipale"	"Laon, Bibliothèque municipale"	423	d1e46573	B
